"iid","pid","gender","match","age","field","race","from","income","goal","career","wave","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1"
283,254,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,255,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,256,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,257,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,258,1,1,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,259,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,260,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,261,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,262,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,263,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,264,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,265,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,266,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,267,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,268,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,269,1,1,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,270,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,271,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
283,272,1,0,27,"Electrical Engg.",4,"Boston","",1,"Industry CTO/CEO",11,50,10,10,10,10,30,10,30,10,10,30,10,30,10,10
284,252,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,253,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,254,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,255,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,256,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,257,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,258,1,1,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,259,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,260,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,261,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,262,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,263,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,264,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,265,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,266,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,267,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,268,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,269,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,270,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,271,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
284,272,1,0,27,"Business School",2,"Iceland","",1,"Film/Television",11,25,20,25,20,10,15,15,15,20,20,25,15,20,20,5
285,252,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,253,1,1,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,254,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,255,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,256,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,257,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,258,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,259,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,260,1,1,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,261,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,262,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,263,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,264,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,265,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,266,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,267,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,268,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,269,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,270,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,271,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
285,272,1,0,24,"engineering",6,"International Student","",4,"finance or engineering",11,20,20,25,25,5,20,20,25,25,5,20,20,25,25,5
286,252,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,253,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,254,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,255,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,256,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,257,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,258,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,259,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,260,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,261,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,262,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,263,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,264,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,265,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,266,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,267,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,268,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,269,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,270,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,271,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
286,272,1,0,22,"Mathematics",2,"Russia","",1,"professor",11,10,15,25,15,15,15,15,20,15,20,20,10,15,15,15
287,252,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,253,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,254,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,255,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,256,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,257,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,258,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,259,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,260,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,261,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,262,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,263,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,264,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,265,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,266,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,267,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,268,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,269,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,270,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,271,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
287,272,1,0,22,"International Politics",4,"Nepal","",1,"Writing",11,35,40,5,5,7,18,20,10,25,7,25,25,5,25,5
288,252,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,253,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,254,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,255,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,256,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,257,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,258,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,259,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,260,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,261,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,262,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,263,1,1,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,264,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,265,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,266,1,1,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,267,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,268,1,1,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,269,1,1,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,270,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,271,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
288,272,1,0,27,"Sociology",2,"Washington, DC","53,196.00",1,"professor",11,20,20,15,25,10,30,20,5,25,10,40,5,10,20,5
289,252,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,253,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,254,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,255,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,256,1,1,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,257,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,258,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,259,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,260,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,261,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,262,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,263,1,1,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,264,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,265,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,266,1,1,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,267,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,268,1,1,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,269,1,1,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,270,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,271,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
289,272,1,0,28,"MBA / Master of International Affairs (SIPA)",4,"California","53,229.00",1,"Venture Capital/Consulting/Government",11,20,30,10,20,0,30,20,15,15,20,70,5,5,20,0
290,252,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,253,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,254,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,255,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,256,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,257,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,258,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,259,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,260,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,261,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,262,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,263,1,1,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,264,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,265,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,266,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,267,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,268,1,1,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,269,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,270,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,271,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
290,272,1,0,34,"genetics",2,"Israel","",2,"research",11,30,10,30,10,5,15,5,20,30,25,30,30,10,20,5
291,252,1,1,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,253,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,254,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,255,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,256,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,257,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,258,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,259,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,260,1,1,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,261,1,1,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,262,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,263,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,264,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,265,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,266,1,1,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,267,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,268,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,269,1,1,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,270,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,271,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
291,272,1,0,27,"medicine and biochemistry",4,"New Jersey","",1,"doctor and entrepreneur",11,20,20,15,15,12,30,15,20,20,5,30,10,10,20,10
292,252,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,253,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,254,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,255,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,256,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,257,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,258,1,1,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,259,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,260,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,261,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
292,262,1,0,28,"International Affairs",1,"New York City","25,786.00",1,"Int'l Business",11,20,18,20,17,10,10,21,22,15,15,30,13,12,20,10
